"ComplexID","Complex_Name","NUS","NQS","Coverage","Subunits","GO_terms","PubMed.ID","FC C2/C1","FC C3/C1","FC C4/C1","FC C5/C1","FC C6/C1","Noise"
313,"Cell cycle kinase complex CDK5",5,2,40,"P12004, P24385, P30281, P38936, Q00535","GO:0000278;GO:0006468",7903056,-1.024,1.08,-1.063,-1.427,-1.868,1
314,"PCNA-p21 complex",2,1,50,"P12004, P38936","GO:0000075;GO:0005634",8861913,NA,NA,NA,NA,NA,NA
315,"28S ribosomal subunit, mitochondrial",30,19,63.33,"O15235, O60783, P51398, P82650, P82663, P82664, P82673, P82675, P82909, P82912, P82914, P82921, P82930, P82932, P82933, Q92552, Q92665, Q96EL2, Q9BYN8, Q9NP92, Q9NVS2, Q9Y291, Q9Y2Q9, Q9Y2R5, Q9Y2R9, Q9Y399, Q9Y3D3, Q9Y3D5, Q9Y3D9, Q9Y676","GO:0006412;GO:0005759",14681386,-1.033,1.257,1.208,1.155,1.237,0.087
320,"55S ribosome, mitochondrial",78,49,62.82,"O15235, O60783, O75394, P09001, P49406, P51398, P52815, P82650, P82663, P82664, P82673, P82675, P82909, P82912, P82914, P82921, P82930, P82932, P82933, P83111, Q13084, Q13405, Q16540, Q4U2R6, Q5T653, Q6P161, Q6P1L8, Q7Z2W9, Q7Z7F7, Q7Z7H8, Q86TS9, Q8IXM3, Q8N5N7, Q8N983, Q8TCC3, Q92552, Q92665, Q96A35, Q96DV4, Q96EL2, Q96EL3, Q96GC5, Q9BQ48, Q9BRJ2, Q9BYC8, Q9BYC9, Q9BYD1, Q9BYD2, Q9BYD3, Q9BYD6, Q9BYN8, Q9BZE1, Q9H0U6, Q9H2W6, Q9H9J2, Q9HD33, Q9NP92, Q9NQ50, Q9NRX2, Q9NVS2, Q9NWU5, Q9NX20, Q9NYK5, Q9NZE8, Q9P015, Q9P0J6, Q9P0M9, Q9Y291, Q9Y2Q9, Q9Y2R5, Q9Y2R9, Q9Y399, Q9Y3B7, Q9Y3D3, Q9Y3D5, Q9Y3D9, Q9Y676, Q9Y6G3","GO:0006412;GO:0005759",14681386,1.027,1.282,1.279,1.19,1.239,0.083
322,"DNA-PK-Ku complex",3,3,100,"P12956, P13010, P78527","GO:0006468;GO:0046777;GO:0003677;GO:0005634;GO:0006303",16713581,1.024,1.214,1.141,1.021,-1.127,0.098
324,"39S ribosomal subunit, mitochondrial",48,30,62.5,"O75394, P09001, P49406, P52815, P83111, Q13084, Q13405, Q16540, Q4U2R6, Q5T653, Q6P161, Q6P1L8, Q7Z2W9, Q7Z7F7, Q7Z7H8, Q86TS9, Q8IXM3, Q8N5N7, Q8N983, Q8TCC3, Q96A35, Q96DV4, Q96EL3, Q96GC5, Q9BQ48, Q9BRJ2, Q9BYC8, Q9BYC9, Q9BYD1, Q9BYD2, Q9BYD3, Q9BYD6, Q9BZE1, Q9H0U6, Q9H2W6, Q9H9J2, Q9HD33, Q9NQ50, Q9NRX2, Q9NWU5, Q9NX20, Q9NYK5, Q9NZE8, Q9P015, Q9P0J6, Q9P0M9, Q9Y3B7, Q9Y6G3","GO:0006412;GO:0005759",14681386,1.061,1.263,1.3,1.202,1.209,0.167
328,"Ku antigen complex",2,2,100,"P12956, P13010","GO:0006281;GO:0003677;GO:0006974;GO:0005634",16713581,1.024,1.16,1.089,-1.004,-1.158,0.217
335,"p54(nrb)-PSF-matrin3 complex",3,3,100,"P23246, P43243, Q15233","GO:0003723;GO:0050658;GO:0051033;GO:0005634",11525732,1.005,1.076,1.025,-1.082,-1.235,0.116
336,"DNA ligase IV-XRCC4-AHNK complex",3,2,66.67,"P49917, Q09666, Q13426","GO:0006281;GO:0006312;GO:0003677;GO:0005634",15177040,-1.059,1.076,-1.057,-1.264,-1.304,1
338,"40S ribosomal subunit, cytoplasmic",31,31,100,"P08708, P08865, P15880, P23396, P25398, P39019, P46781, P46782, P46783, P60866, P61247, P62081, P62241, P62244, P62249, P62263, P62266, P62269, P62273, P62277, P62280, P62701, P62753, P62841, P62847, P62851, P62854, P62857, P62861, P62979, P63220","GO:0006412;GO:0005737",15883184,1.035,-1.165,-1.173,-1.217,-1.292,0.014
343,"Sarcoglycan-sarcospan complex SG-SPN",5,2,40,"Q13326, Q14714, Q16585, Q16586, Q92629","GO:0006941;GO:0007517;GO:0005886",10189375,24.814,37.739,42.525,71.611,103.445,0.706
348,"DNA ligase IV-XRCC4 complex",2,1,50,"P49917, Q13426","GO:0003677;GO:0005634;GO:0006302",10945980,NA,NA,NA,NA,NA,NA
350,"DNA ligase IV-XRCC4-PNK complex",3,2,66.67,"P49917, Q13426, Q96T60","GO:0006281;GO:0005694",15385968,-1.124,1.103,-1.069,-1.116,-1.08,1
353,"DNA ligase IV-condensin complex",3,1,33.33,"O95347, P49917, Q9NTJ3","GO:0006281;GO:0007049;GO:0005694",12589063,NA,NA,NA,NA,NA,NA
359,"DNA ligase IV-XRCC4-XLF complex",3,1,33.33,"P49917, Q13426, Q9H9Q4","GO:0006281;GO:0005634",16439205,NA,NA,NA,NA,NA,NA
361,"Artemis-DNA-PK complex",2,1,50,"P78527, Q96SD1","GO:0006281;GO:0003677;GO:0006974;GO:0005634;GO:0004519;GO:0033151",11955432,NA,NA,NA,NA,NA,NA
362,"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex",4,3,75,"P06746, P18887, P49916, Q96T60","GO:0006281;GO:0006974;GO:0005634",11163244,-1.218,-1.076,-1.291,-1.398,-1.415,0.223
365,"DNA ligase III-XRCC1 complex",2,2,100,"P18887, P49916","GO:0006281;GO:0005634",16060670,-1.223,-1.073,-1.234,-1.381,-1.303,0.622
368,"ERCC1-ERCC4-MSH2 complex",3,1,33.33,"P07992, P43246, Q92889","GO:0006308;GO:0006281;GO:0006974;GO:0005634",14706347,NA,NA,NA,NA,NA,NA
369,"MSH2-MSH6-PMS2-MLH1 complex",4,1,25,"P40692, P43246, P52701, P54278","GO:0006281;GO:0003677;GO:0006974;GO:0005634",10748159,NA,NA,NA,NA,NA,NA
370,"MSH2-MSH6-PMS1-MLH1 complex",4,1,25,"P40692, P43246, P52701, P54277","GO:0006281;GO:0003677;GO:0006974;GO:0005634",10748159,NA,NA,NA,NA,NA,NA
376,"PCNA-MutS-alpha-MutL-alpha-DNA complex",5,2,40,"P12004, P40692, P43246, P52701, P54278","GO:0006281;GO:0003677;GO:0006974;GO:0005634",16204460,-1.163,-1.457,-2.122,-3.21,-4.662,0.023
387,"MCM complex",6,6,100,"P25205, P33991, P33992, P33993, P49736, Q14566","GO:0051276;GO:0006260;GO:0005524;GO:0005694",8798650,-1.144,-1.778,-3.229,-6.939,-21.531,0.003
390,"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)",3,2,66.67,"P63208, Q13616, Q9UKT8","GO:0016567;GO:0043161;GO:0006511;GO:0005515;GO:0030878;GO:0005737",15640526,1.113,1.056,1.079,-1.115,-1.104,0.872
391,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)",3,3,100,"P62877, Q13619, Q16531","GO:0016567;GO:0005515;GO:0006974;GO:0006511;GO:0045087;GO:0051607;GO:0019048",16964240,-19.603,-1.435,-23.806,-23.334,-24.321,1
393,"Succinyl-CoA synthetase, GDP-forming",2,2,100,"P53597, Q96I99","GO:0006163;GO:0006144;GO:0008152;GO:0005515;GO:0005525;GO:0005739",15234968,-1.039,1.328,1.331,1.108,1.074,0.323
394,"Succinyl-CoA synthetase, ADP-forming",2,2,100,"P53597, Q9P2R7","GO:0006163;GO:0006144;GO:0008152;GO:0005515;GO:0005524;GO:0005739",15234968,-1.052,1.443,1.505,1.4,1.462,0.079
404,"Isocitrate dehydrogenase, cytoplasmic",1,1,100,"O75874","GO:0008152;GO:0050661;GO:0005737;GO:0005777",15173171,NA,NA,NA,NA,NA,NA
419,"Farnesyltransferase",2,2,100,"P49354, P49356","GO:0006497;GO:0005515",11687658,1.124,1.165,1.199,1.216,1.269,0.993
422,"CAV3-DAG1 complex",2,1,50,"P56539, Q14118","GO:0005886;GO:0065003",10988290,NA,NA,NA,NA,NA,NA
424,"EXO1-MLH1-PCNA complex",3,1,33.33,"P12004, P40692, Q9UQ84","GO:0006308;GO:0006281;GO:0006974;GO:0005634",14676842,NA,NA,NA,NA,NA,NA
429,"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)",2,2,100,"Q8NEB9, Q99570","GO:0006605;GO:0005515;GO:0007167;GO:0005886;GO:0046854;GO:0090160",7628435,-1.301,-1.405,-1.491,-1.706,-1.795,0.734
430,"18S U11/U12 snRNP",24,14,58.33,"O43143, O75533, P14678, P62304, P62306, P62308, P62314, P62316, P62318, P67809, Q13435, Q15393, Q15427, Q15696, Q16560, Q6IEG0, Q6P2Q9, Q8N8D1, Q8TBF4, Q96LT9, Q9BV90, Q9BWJ5, Q9UDW3, Q9Y3B4","GO:0000398;GO:0006397;GO:0005634",15146077,-1.073,1.022,-1.071,-1.19,-1.308,0.043
432,"N-NOS-CHIP-HSP70-1 complex",3,1,33.33,"P0DMV8, P29475, Q9UNE7","GO:0043161;GO:0006511;GO:0005737",15466472,NA,NA,NA,NA,NA,NA
433,"BASC complex (BRCA1-associated genome surveillance complex)",12,7,58.33,"O60934, P35249, P35250, P35251, P38398, P40692, P43246, P49959, P52701, P54132, Q13315, Q92878","GO:0006281;GO:0006974;GO:0005634",10783165,-1.173,-1.246,-1.538,-5.115,-4.376,0.302
434,"BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)",8,4,50,"P35249, P35250, P35251, P38398, P40692, P43246, P52701, P54132","GO:0006281;GO:0006974;GO:0005634",10783165,-1.195,-1.506,-2.036,-5.368,-6.737,0.013
435,"BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)",6,3,50,"P35249, P35250, P35251, P38398, P40692, Q13315","GO:0006281;GO:0006974;GO:0005634",10783165,-1.198,-1.475,-1.999,-6.567,-8.313,0.036
436,"BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)",3,1,33.33,"P38398, P52701, Q92878","GO:0006281;GO:0006974;GO:0005634",10783165,NA,NA,NA,NA,NA,NA
438,"GCN5-TRRAP histone acetyltransferase complex",10,1,10,"O75486, O75528, O75529, P38398, P43246, P52701, Q12962, Q16594, Q92830, Q9Y4A5","GO:0006281;GO:0006265;GO:2001141;GO:0006355;GO:0006974;GO:0051276",16260778,NA,NA,NA,NA,NA,NA
443,"BP-SMAD complex",8,2,25,"O14867, O15198, O95452, P17980, P19447, P50539, Q13118, Q15582","GO:0045893;GO:0005634",16101586,1.002,-1.198,-1.257,-1.115,-1.275,1
460,"CRB1-MPP5- PATJ complex",3,1,33.33,"P82279, Q8N3R9, Q8NI35","GO:0051211;GO:0009798;GO:0007043;GO:0030054",11927608,NA,NA,NA,NA,NA,NA
461,"CRB1-MPP4-MPP5 complex",3,1,33.33,"P82279, Q8N3R9, Q96JB8","GO:0009583;GO:0009416;GO:0007601",15914641,NA,NA,NA,NA,NA,NA
462,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)",16,1,6.25,"O00268, O15265, O75486, O75528, O75529, P49848, Q12962, Q15393, Q15542, Q15545, Q16514, Q16594, Q6P1X5, Q92830, Q9Y4A5, Q9Y6J9","GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573",9603525,NA,NA,NA,NA,NA,NA
466,"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)",4,1,25,"P49768, Q92542, Q96BI3, Q9NZ42","GO:0016485;GO:0007219;GO:0005886;GO:0005794",15286082,NA,NA,NA,NA,NA,NA
467,"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)",4,1,25,"P49810, Q8WW43, Q92542, Q9NZ42","GO:0016485;GO:0051090;GO:0023052;GO:0007219;GO:0005886;GO:0005794",15286082,NA,NA,NA,NA,NA,NA
468,"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)",4,1,25,"P49810, Q92542, Q96BI3, Q9NZ42","GO:0016485;GO:0051090;GO:0023052;GO:0007219;GO:0005886;GO:0005794",15286082,NA,NA,NA,NA,NA,NA
470,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)",17,1,5.88,"O00268, O15265, O75486, O75528, O75529, P49848, Q12962, Q15393, Q15542, Q15543, Q15545, Q16514, Q16594, Q6P1X5, Q92830, Q9Y4A5, Q9Y6J9","GO:0006265;GO:0006352;GO:0045893;GO:0051276;GO:0005634;GO:0016573",10591645,NA,NA,NA,NA,NA,NA
472,"Prolyl 4-hydroxylase (alpha(I)-type)",2,2,100,"P07237, P13674","GO:0018126;GO:0006479;GO:0005515;GO:0005783",7753822,1.247,1.039,-1.038,1.221,1.506,0.069
474,"Prolyl 4-hydroxylase (alpha(III)-type)",2,1,50,"P07237, Q7Z4N8","GO:0018126;GO:0006479;GO:0005515;GO:0005783",14500733,NA,NA,NA,NA,NA,NA
475,"STAGA complex",12,1,8.33,"O75486, O75528, O75529, O94864, Q12962, Q15393, Q16514, Q16594, Q92830, Q96BN2, Q9Y4A5, Q9Y6J9","GO:0006265;GO:0045893;GO:0006974;GO:0051276;GO:0005634;GO:0016573",11564863,NA,NA,NA,NA,NA,NA
476,"STAGA complex",13,1,7.69,"O15265, O75486, O75528, O75529, O94864, Q12962, Q15393, Q16514, Q16594, Q92830, Q96BN2, Q9Y4A5, Q9Y6J9","GO:0006265;GO:0045893;GO:0006974;GO:0051276;GO:0005634;GO:0016573",15115762,NA,NA,NA,NA,NA,NA
486,"WIP-WASp-actin-myosin-IIa complex",6,4,66.67,"O43516, P19105, P35579, P42768, P60660, P62736","GO:0050896;GO:0030036;GO:0005856",16606694,-1.008,1.075,-1.068,-1.26,-3.436,0.701
493,"DAB complex",16,1,6.25,"O00268, P20226, P21675, P49848, P52655, P52657, Q00403, Q12962, Q15542, Q15543, Q15544, Q15545, Q16514, Q16594, Q5VWG9, Q6P1X5","GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634",2247058,NA,NA,NA,NA,NA,NA
509,"TFIID complex",12,1,8.33,"O00268, P20226, P21675, P49848, Q12962, Q15542, Q15543, Q15544, Q15545, Q16514, Q16594, Q92804","GO:0006352;GO:2001141;GO:0006355;GO:0003677;GO:0005634",8890175,NA,NA,NA,NA,NA,NA
513,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)",17,1,5.88,"O00268, O15265, O75486, O75528, O75529, P49848, Q12962, Q15393, Q15542, Q15545, Q16514, Q16594, Q6P1X5, Q92830, Q9HBM6, Q9Y4A5, Q9Y6J9","GO:0006265;GO:0006352;GO:0045893;GO:0006473;GO:0051276;GO:0005634",15899866,NA,NA,NA,NA,NA,NA
517,"AKAP5-PRKAR2A-PPP3CA complex",3,2,66.67,"P13861, P24588, Q08209","GO:0006605;GO:0015031;GO:0006468;GO:0006470;GO:0005886;GO:0005856;GO:0048167;GO:0019722",12507994,-1.61,-1.241,-1.464,-1.497,-1.205,1
518,"AKAP250-PKA-PDE4D complex",3,2,66.67,"P17612, Q02952, Q08499","None",16642035,-1.191,-1.577,-1.697,-2.016,-2.501,1
519,"AMY-1-S-AKAP84-RII-beta complex",3,1,33.33,"P31323, Q92667, Q99417","GO:0019933;GO:0007276;GO:0005739",11483602,NA,NA,NA,NA,NA,NA
520,"KCNQ1 macromolecular complex",5,4,80,"P13861, P17612, P51787, P62136, Q99996","GO:0005216;GO:0019933;GO:0050896",11799244,1.202,1.467,1.756,1.971,1.593,0.23
521,"Polycystin-1-E-cadherin-beta-catenin complex",3,1,33.33,"P12830, P35222, P98161","GO:0045216;GO:0007043;GO:0030855;GO:0002009;GO:0001822;GO:0005886;GO:0005737",14718571,NA,NA,NA,NA,NA,NA
522,"Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex",4,2,50,"P12830, P35222, P98161, Q14254","GO:0030301",16038619,1.117,1.171,1.172,1.046,-1.037,0.425
525,"TIP60 histone acetylase complex",5,3,60,"O96019, Q92993, Q9Y230, Q9Y265, Q9Y4A5","GO:0006281;GO:0006915;GO:0003677",10966108,-1.011,-1.008,-1.109,-1.27,-1.363,0.029
528,"NuA4/Tip60-HAT complex",15,3,20,"O95619, O96019, Q15014, Q92993, Q96L91, Q9H0E9, Q9H2F5, Q9HAF1, Q9NPF5, Q9NV56, Q9NXR8, Q9UBU8, Q9Y230, Q9Y265, Q9Y4A5","GO:0051276;GO:0006281;GO:0006265;GO:0003677;GO:0005634;GO:0016573",12963728,-1.011,-1.008,-1.109,-1.27,-1.363,0.029
529,"NuA4/Tip60-HAT complex",16,3,18.75,"O95619, O96019, Q15014, Q15906, Q92993, Q96L91, Q9H0E9, Q9H2F5, Q9HAF1, Q9NPF5, Q9NV56, Q9NXR8, Q9UBU8, Q9Y230, Q9Y265, Q9Y4A5","GO:0051276;GO:0006281;GO:0006265;GO:0003677;GO:0005634;GO:0016573",15647280,-1.011,-1.008,-1.109,-1.27,-1.363,0.029
533,"IMP3-IMP4-MPP10 complex",3,2,66.67,"O00566, Q96G21, Q9NV31","GO:0006461;GO:0005515;GO:0003723;GO:0005634",12655004,16.72,15.977,16.122,12.411,12.36,1
535,"TRAP complex",16,1,6.25,"O60244, O75448, O75586, P10827, P24863, Q13503, Q15648, Q6P2C8, Q93074, Q9BTT4, Q9NPJ6, Q9NVC6, Q9UHV7, Q9Y2W1, Q9Y2X0, Q9Y3C7","GO:2001141;GO:0006355;GO:0051090;GO:0009755;GO:0023052;GO:0005634",10198638,NA,NA,NA,NA,NA,NA
547,"SMCC complex",14,1,7.14,"O60244, O75448, O75586, P24863, P49336, Q13503, Q15648, Q6P2C8, Q93074, Q9NPJ6, Q9NVC6, Q9UHV7, Q9Y2W1, Q9Y2X0","GO:2001141;GO:0006355;GO:0005515;GO:0051090;GO:0005634",10198638,NA,NA,NA,NA,NA,NA
550,"NOS3-CAV1-NOSTRIN complex",3,1,33.33,"P29474, Q03135, Q8IVI9","GO:0006886;GO:0006605;GO:0015031;GO:0005886",16807357,NA,NA,NA,NA,NA,NA
551,"core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex",6,1,16.67,"P04053, P62805, P68431, Q16777, Q16778, Q5QJE6","GO:0005634;GO:0006338;GO:0003677",12786946,NA,NA,NA,NA,NA,NA
553,"RHOA-IP3R-TRPC1 complex",3,1,33.33,"P48995, P61586, Q14643","GO:0008324;GO:0006812;GO:0005216;GO:0006875;GO:0005886",12766172,NA,NA,NA,NA,NA,NA
554,"PBAF complex",10,5,50,"O96019, P51532, Q12824, Q68CP9, Q86U86, Q8TAQ2, Q92922, Q92925, Q969G3, Q96GM5","GO:0005634;GO:0051276;GO:0003677;GO:0006265;GO:0009755;GO:0045893",11780067,-1.104,-1.197,-1.336,-1.658,-3.207,0.039
555,"BAF complex",9,6,66.67,"O14497, O96019, P51532, Q12824, Q8TAQ2, Q92922, Q92925, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005694",11780067,-1.108,-1.215,-1.35,-3.392,-6.412,0.169
556,"PBAF complex, BAF200-specific",8,5,62.5,"O96019, P51532, Q12824, Q68CP9, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0009755;GO:0051276;GO:0005694;GO:0005634",15985610,-1.104,-1.197,-1.336,-1.658,-3.207,0.039
557,"TRP1-G alpha-11-IP3R3-CAV1 signaling complex",4,2,50,"P29992, P48995, Q03135, Q14573","GO:0008324;GO:0006812;GO:0005216;GO:0006875;GO:0005886",10766822,1.029,-1.047,-1.191,-1.48,-1.685,1
559,"Decapping complex",5,4,80,"P26196, Q6P2E9, Q8IU60, Q96F86, Q9NPI6","GO:0043488;GO:0005737",16364915,-1.05,-1.13,-1.098,-6.518,-1.278,1
561,"LSm1-7 complex",7,5,71.43,"O15116, P62310, P62312, Q9UK45, Q9Y333, Q9Y4Y9, Q9Y4Z0","GO:0043488;GO:0003723;GO:0005737",15711010,-1.007,1.033,1.001,-1.047,-4.03,0.997
562,"LSm2-8 complex",7,5,71.43,"O95777, P62310, P62312, Q9UK45, Q9Y333, Q9Y4Y9, Q9Y4Z0","GO:0008380;GO:0003723;GO:0005737;GO:0005634",10523320,1.028,1.123,1.117,1.046,-3.826,0.948
563,"F1F0-ATPase, mitochondrial",16,13,81.25,"O75947, O75964, P00846, P03928, P05496, P06576, P18859, P24539, P25705, P30049, P36542, P48047, P56134, P56381, P56385, Q9UII2","GO:0009060;GO:0022904;GO:0005743;GO:0006754;GO:0042776;GO:1904949",12110673,1.285,1.621,1.761,1.721,1.844,0.032
564,"BAF complex",8,5,62.5,"O14497, O96019, P51531, Q12824, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005634",8895581,-1.122,-1.234,-1.347,-3.969,-8.603,0.244
565,"PBAF complex (Polybromo- and BAF containing complex)",9,5,55.56,"O96019, P51532, Q12824, Q68CP9, Q86U86, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0009755;GO:0051276;GO:0005694",8895581,-1.104,-1.197,-1.336,-1.658,-3.207,0.039
566,"BAF complex",9,7,77.78,"O14497, O96019, P51532, P60709, Q12824, Q8TAQ2, Q92922, Q969G3, Q96GM5","GO:0006265;GO:0045893;GO:0003677;GO:0051276;GO:0005634",9845365,-1.105,-1.211,-1.338,-3.161,-5.632,0.17
570,"p300-CBP-p270-SWI/SNF complex",7,4,57.14,"O14497, P51532, Q09472, Q12824, Q8TAQ2, Q92793, Q92922","GO:0006265;GO:0045893;GO:0006473;GO:0003677;GO:0051276;GO:0005694",9584200,-1.134,-1.296,-1.41,-6.759,-17.337,0.281
571,"p300-CBP-p270 complex",3,1,33.33,"O14497, Q09472, Q92793","GO:0045893;GO:0003677;GO:0005634",8995708,NA,NA,NA,NA,NA,NA
575,"ABIN2-NFKB1-MAP3K8 complex",3,1,33.33,"P19838, P41279, Q8NFZ5","GO:0050821;GO:0006457;GO:0005515;GO:0035556",15169888,NA,NA,NA,NA,NA,NA
577,"FHL2-p53-HIPK2 complex",3,1,33.33,"P04637, Q14192, Q9H2X6","GO:2001141;GO:0006355;GO:0005634",16343438,NA,NA,NA,NA,NA,NA
585,"Mi2/NuRD-BCL6-MTA3 complex",5,1,20,"O95983, P41182, Q13547, Q14839, Q9BTC8","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0030183;GO:0005634",15454082,NA,NA,NA,NA,NA,NA
587,"NuRD.1 complex",7,5,71.43,"O95983, Q09028, Q13330, Q13547, Q14839, Q16576, Q92769","GO:0006265;GO:0045892;GO:0006476;GO:0009755;GO:0023052;GO:0051276;GO:0005634;GO:0016575",9885572,1.027,-1.014,-1.06,-1.275,-1.574,0.022
591,"SAP complex (Sin3-associated protein complex)",8,3,37.5,"O75446, Q09028, Q13547, Q16576, Q4LE39, Q92769, Q96ST3, Q9H0E3","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0005634",9885572,1.033,-1.017,-1.092,-1.329,-1.642,0.031
592,"mSin3A corepressor complex",9,3,33.33,"O75446, Q09028, Q13547, Q16576, Q4LE39, Q92769, Q96ST3, Q9H0E3, Q9H7L9","GO:0006265;GO:0045892;GO:0051276;GO:0005634;GO:0006476;GO:0016575",12724404,1.033,-1.017,-1.092,-1.329,-1.642,0.031
605,"TIM23 subcomplex (TIMM17A, TIMM23, TIMM44), mitochondrial",3,1,33.33,"O14925, O43615, Q99595","GO:0005743;GO:0005744;GO:0071806;GO:0005739;GO:0006626;GO:0015031;GO:0006839",10339406,NA,NA,NA,NA,NA,NA
613,"CTF18-CTF8-DCC1-RFC3 complex",4,1,25,"P0CG13, P40938, Q8WVB6, Q9BVC3","GO:0005515;GO:0005634",12766176,NA,NA,NA,NA,NA,NA
614,"NRD complex (Nucleosome remodeling and deacetylation complex)",7,6,85.71,"O60341, Q09028, Q12873, Q13330, Q13547, Q14839, Q92769","GO:0006265;GO:2001141;GO:0006355;GO:0006476;GO:0051276;GO:0005634",9804427,1.035,1.003,-1.02,-1.175,-1.501,0.163
617,"CASK-LIN7C-APBA1 complex",3,2,66.67,"O14936, Q02410, Q9NUP9","GO:0006886;GO:0006605;GO:0015031;GO:0006497",9822620,19.476,21.278,22.971,22.634,20.418,1
619,"MRE11A-RAD50-NBN-TRF2 complex",4,3,75,"O60934, P49959, Q15554, Q92878","GO:0000075;GO:0003677;GO:0051276;GO:0005694",10888888,-1.142,1.126,1.068,-3.391,-1.317,0.451
620,"CoREST-HDAC complex",7,3,42.86,"O60341, O75362, Q13547, Q92769, Q96BD5, Q9P0W2, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0005634;GO:0019048;GO:0051607",11171972,2.537,2.297,-1.234,-1.344,-1.627,0.535
622,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)",4,3,75,"P40337, Q13617, Q15369, Q15370","GO:0016567;GO:0030163;GO:0005737;GO:0005634;GO:0006511",9122164,-1.086,-1.131,-1.27,-1.239,-1.278,0.706
623,"Small TIM chaperone complex (TIMM9, TIMM10), mitochondrial",2,1,50,"P62072, Q9Y5J7","GO:0042719;GO:0005758;GO:0006839",16387659,NA,NA,NA,NA,NA,NA
624,"LSD1-CoREST complex",2,2,100,"O60341, Q9UKL0","None",16885027,19.392,18.27,-1.292,-1.299,-1.489,1
626,"LSD1 complex",14,4,28.57,"O60341, O75362, P0DMV8, P0DMV9, Q13363, Q13547, Q92766, Q96BD5, Q96EK2, Q9NP66, Q9P0W2, Q9P2K3, Q9UBW7, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0018126;GO:0006479;GO:0051276;GO:0005634",16140033,1.026,1.116,1.205,1.128,1.108,0.996
627,"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)",4,3,75,"O60934, P49959, Q92878, Q9Y4A5","GO:0006308;GO:0006281;GO:0000075;GO:0003677;GO:0006974;GO:0005634",16382133,-1.142,1.126,1.068,-3.391,-1.317,0.451
631,"AuroraA-chTOG-Tacc1  complex",3,2,66.67,"O14965, O75410, Q14008","GO:0051225;GO:0007098;GO:0006417;GO:0000775",14603251,-1.026,-1.375,-1.307,-1.412,-1.659,0.102
632,"Anti-HDAC2 complex",17,10,58.82,"O60341, O94776, P78347, Q09028, Q12873, Q13330, Q13547, Q14202, Q14687, Q14839, Q16576, Q92769, Q96BD5, Q96ST3, Q9P0W2, Q9UBW7, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0005634",12493763,1.259,1.241,-1.074,-1.264,-1.56,0.098
633,"anti-BHC110 complex",11,4,36.36,"O60341, O75362, P78347, Q13547, Q14202, Q14687, Q92769, Q96BD5, Q9P0W2, Q9UBW7, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0005634",12493763,2.384,2.491,-1.073,-1.265,-1.477,0.451
634,"XFIM complex",5,3,60,"O60341, P78347, Q13547, Q14202, Q92769","GO:0006265;GO:0045892;GO:0032774;GO:0006476;GO:0051276;GO:0005634",12493763,-1.07,-1.041,-1.104,-1.317,-1.59,0.413
635,"AGPS-GNPAT complex",2,2,100,"O00116, O15228","GO:0006720;GO:0006633;GO:0008299;GO:0009062;GO:0016042;GO:0008300;GO:0006629;GO:0006631;GO:0008610;GO:0005777",10215861,1.123,1.276,1.25,1.12,1.18,0.897
636,"BHC complex",6,3,50,"O60341, Q13547, Q92769, Q96BD5, Q9P0W2, Q9UKL0","GO:0006265;GO:0045892;GO:0006476;GO:0051276;GO:0030182;GO:0005634",12032298,2.537,2.297,-1.234,-1.344,-1.627,0.535
